U,BAN001125,BAN001125@octank.com,MAC003758
U,BAN001126,BAN001126@octank.com,MAC003808
U,BAN001127,BAN001127@octank.com,MAC003852
U,BAN001128,BAN001128@octank.com,MAC003865
U,BAN001129,BAN001129@octank.com,MAC003897
U,BAN001130,BAN001130@octank.com,MAC003899
U,BAN001131,BAN001131@octank.com,MAC003991
U,BAN001132,BAN001132@octank.com,MAC004095
U,BAN001133,BAN001133@octank.com,MAC004098
U,BAN001134,BAN001134@octank.com,MAC004107
U,BAN001135,BAN001135@octank.com,MAC004114
U,BAN001136,BAN001136@octank.com,MAC004155
U,BAN001137,BAN001137@octank.com,MAC004321
U,BAN001138,BAN001138@octank.com,MAC004391
U,BAN001139,BAN001139@octank.com,MAC004423
U,BAN001140,BAN001140@octank.com,MAC004440
U,BAN001141,BAN001141@octank.com,MAC004457
U,BAN001142,BAN001142@octank.com,MAC004494
U,BAN001143,BAN001143@octank.com,MAC004929
U,BAN001144,BAN001144@octank.com,MAC004956
U,BAN001145,BAN001145@octank.com,MAC005035
U,BAN001146,BAN001146@octank.com,MAC005048
U,BAN001147,BAN001147@octank.com,MAC005229
U,BAN001148,BAN001148@octank.com,MAC005448
U,BAN001149,BAN001149@octank.com,MAC005508
U,BAN001150,BAN001150@octank.com,MAC000029
U,BAN001151,BAN001151@octank.com,MAC000383
U,BAN001152,BAN001152@octank.com,MAC000555
U,BAN001153,BAN001153@octank.com,MAC000570
U,BAN001154,BAN001154@octank.com,MAC000645
U,BAN001155,BAN001155@octank.com,MAC000649
U,BAN001156,BAN001156@octank.com,MAC000919
U,BAN001157,BAN001157@octank.com,MAC000937
U,BAN001158,BAN001158@octank.com,MAC001058
U,BAN001159,BAN001159@octank.com,MAC001072
U,BAN001160,BAN001160@octank.com,MAC001101
U,BAN001161,BAN001161@octank.com,MAC001254
U,BAN001162,BAN001162@octank.com,MAC001379
U,BAN001163,BAN001163@octank.com,MAC001385
U,BAN001164,BAN001164@octank.com,MAC002304
U,BAN001165,BAN001165@octank.com,MAC002356
U,BAN001166,BAN001166@octank.com,MAC002429
U,BAN001167,BAN001167@octank.com,MAC002830
U,BAN001168,BAN001168@octank.com,MAC002863
U,BAN001169,BAN001169@octank.com,MAC002886
U,BAN001170,BAN001170@octank.com,MAC002902
U,BAN001171,BAN001171@octank.com,MAC002933
U,BAN001172,BAN001172@octank.com,MAC002938
U,BAN001173,BAN001173@octank.com,MAC002940
U,BAN001174,BAN001174@octank.com,MAC002979
U,BAN001175,BAN001175@octank.com,MAC002986
U,BAN001176,BAN001176@octank.com,MAC003087
U,BAN001177,BAN001177@octank.com,MAC003246
U,BAN001178,BAN001178@octank.com,MAC003616
U,BAN001179,BAN001179@octank.com,MAC003995
U,BAN001180,BAN001180@octank.com,MAC004001
U,BAN001181,BAN001181@octank.com,MAC004008
U,BAN001182,BAN001182@octank.com,MAC004100
U,BAN001183,BAN001183@octank.com,MAC004559
U,BAN001184,BAN001184@octank.com,MAC004804
U,BAN001185,BAN001185@octank.com,MAC004896
U,BAN001186,BAN001186@octank.com,MAC004931
U,BAN001187,BAN001187@octank.com,MAC004951
U,BAN001188,BAN001188@octank.com,MAC005128
U,BAN001189,BAN001189@octank.com,MAC005385
U,BAN001190,BAN001190@octank.com,MAC005386
U,BAN001191,BAN001191@octank.com,MAC005388
U,BAN001192,BAN001192@octank.com,MAC005397
U,BAN001193,BAN001193@octank.com,MAC005398
U,BAN001194,BAN001194@octank.com,MAC005402
U,BAN001195,BAN001195@octank.com,MAC005422
U,BAN001196,BAN001196@octank.com,MAC005473
U,BAN001197,BAN001197@octank.com,MAC005525
U,BAN001198,BAN001198@octank.com,MAC005546
U,BAN001199,BAN001199@octank.com,MAC005560
U,BAN001200,BAN001200@octank.com,MAC000170
U,BAN001201,BAN001201@octank.com,MAC001535
U,BAN001202,BAN001202@octank.com,MAC001543
U,BAN001203,BAN001203@octank.com,MAC001548
U,BAN001204,BAN001204@octank.com,MAC001569
U,BAN001205,BAN001205@octank.com,MAC001570
U,BAN001206,BAN001206@octank.com,MAC001573
U,BAN001207,BAN001207@octank.com,MAC001599
U,BAN001208,BAN001208@octank.com,MAC001601
U,BAN001209,BAN001209@octank.com,MAC001615
U,BAN001210,BAN001210@octank.com,MAC001847
U,BAN001211,BAN001211@octank.com,MAC002022
U,BAN001212,BAN001212@octank.com,MAC002030
U,BAN001213,BAN001213@octank.com,MAC002061
U,BAN001214,BAN001214@octank.com,MAC002084
U,BAN001215,BAN001215@octank.com,MAC002110
U,BAN001216,BAN001216@octank.com,MAC002122
U,BAN001217,BAN001217@octank.com,MAC002176
U,BAN001218,BAN001218@octank.com,MAC002182
U,BAN001219,BAN001219@octank.com,MAC002183
U,BAN001220,BAN001220@octank.com,MAC002376
U,BAN001221,BAN001221@octank.com,MAC002383
U,BAN001222,BAN001222@octank.com,MAC002389
U,BAN001223,BAN001223@octank.com,MAC002393
U,BAN001224,BAN001224@octank.com,MAC002395
U,BAN001225,BAN001225@octank.com,MAC002397
U,BAN001226,BAN001226@octank.com,MAC002417
U,BAN001227,BAN001227@octank.com,MAC002422
U,BAN001228,BAN001228@octank.com,MAC002430
U,BAN001229,BAN001229@octank.com,MAC002449
U,BAN001230,BAN001230@octank.com,MAC002451
U,BAN001231,BAN001231@octank.com,MAC002460
U,BAN001232,BAN001232@octank.com,MAC002465
U,BAN001233,BAN001233@octank.com,MAC002466
U,BAN001234,BAN001234@octank.com,MAC002480
U,BAN001235,BAN001235@octank.com,MAC002487
U,BAN001236,BAN001236@octank.com,MAC002489
U,BAN001237,BAN001237@octank.com,MAC002500
U,BAN001238,BAN001238@octank.com,MAC005425
U,BAN001239,BAN001239@octank.com,MAC005431
U,BAN001240,BAN001240@octank.com,MAC005438
U,BAN001241,BAN001241@octank.com,MAC005441
U,BAN001242,BAN001242@octank.com,MAC005451
U,BAN001243,BAN001243@octank.com,MAC005456
U,BAN001244,BAN001244@octank.com,MAC005464
U,BAN001245,BAN001245@octank.com,MAC005466
U,BAN001246,BAN001246@octank.com,MAC005467
U,BAN001247,BAN001247@octank.com,MAC005471
