EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
121,Adam,Fripp,AFRIPP,650.123.2234,1997-04-10 00:00:00,ST_MAN,8200.00,,100,50
122,Payam,Kaufling,PKAUFLIN,650.123.3234,1995-05-01 00:00:00,ST_MAN,7900.00,,100,50
123,Shanta,Vollman,SVOLLMAN,650.123.4234,1997-10-10 00:00:00,ST_MAN,6500.00,,100,50
124,Kevin,Mourgos,KMOURGOS,650.123.5234,1999-11-16 00:00:00,ST_MAN,5800.00,,100,50
125,Julia,Nayer,JNAYER,650.124.1214,1997-07-16 00:00:00,ST_CLERK,3200.00,,120,50
126,Irene,Mikkilineni,IMIKKILI,650.124.1224,1998-09-28 00:00:00,ST_CLERK,2700.00,,120,50
127,James,Landry,JLANDRY,650.124.1334,1999-01-14 00:00:00,ST_CLERK,2400.00,,120,50
128,Steven,Markle,SMARKLE,650.124.1434,2000-03-08 00:00:00,ST_CLERK,2200.00,,120,50
129,Laura,Bissot,LBISSOT,650.124.5234,1997-08-20 00:00:00,ST_CLERK,3300.00,,121,50
130,Mozhe,Atkinson,MATKINSO,650.124.6234,1997-10-30 00:00:00,ST_CLERK,2800.00,,121,50
131,James,Marlow,JAMRLOW,650.124.7234,1997-02-16 00:00:00,ST_CLERK,2500.00,,121,50
132,TJ,Olson,TJOLSON,650.124.8234,1999-04-10 00:00:00,ST_CLERK,2100.00,,121,50
133,Jason,Mallin,JMALLIN,650.127.1934,1996-06-14 00:00:00,ST_CLERK,3300.00,,122,50
134,Michael,Rogers,MROGERS,650.127.1834,1998-08-26 00:00:00,ST_CLERK,2900.00,,122,50
135,Ki,Gee,KGEE,650.127.1734,1999-12-12 00:00:00,ST_CLERK,2400.00,,122,50
136,Hazel,Philtanker,HPHILTAN,650.127.1634,2000-02-06 00:00:00,ST_CLERK,2200.00,,122,50
137,Renske,Ladwig,RLADWIG,650.121.1234,1995-07-14 00:00:00,ST_CLERK,3600.00,,123,50
138,Stephen,Stiles,SSTILES,650.121.2034,1997-10-26 00:00:00,ST_CLERK,3200.00,,123,50
139,John,Seo,JSEO,650.121.2019,1998-02-12 00:00:00,ST_CLERK,2700.00,,123,50
140,Joshua,Patel,JPATEL,650.121.1834,1998-04-06 00:00:00,ST_CLERK,2500.00,,123,50
141,Trenna,Rajs,TRAJS,650.121.8009,1995-10-17 00:00:00,ST_CLERK,3500.00,,124,50
142,Curtis,Davies,CDAVIES,650.121.2994,1997-01-29 00:00:00,ST_CLERK,3100.00,,124,50
143,Randall,Matos,RMATOS,650.121.2874,1998-03-15 00:00:00,ST_CLERK,2600.00,,124,50
144,Peter,Vargas,PVARGAS,650.121.2004,1998-07-09 00:00:00,ST_CLERK,2500.00,,124,50
145,John,Russell,JRUSSEL,011.44.1344.429268,1996-10-01 00:00:00,SA_MAN,14000.00,0.40,100,80
146,Karen,Partners,KPARTNER,011.44.1344.467268,1997-01-05 00:00:00,SA_MAN,13500.00,0.30,100,80
147,Alberto,Errazuriz,AERRAZUR,011.44.1344.429278,1997-03-10 00:00:00,SA_MAN,12000.00,0.30,100,80
148,Gerald,Cambrault,GCAMBRAU,011.44.1344.619268,1999-10-15 00:00:00,SA_MAN,11000.00,0.30,100,80
149,Eleni,Zlotkey,EZLOTKEY,011.44.1344.429018,2000-01-29 00:00:00,SA_MAN,10500.00,0.20,100,80
150,Peter,Tucker,PTUCKER,011.44.1344.129268,1997-01-30 00:00:00,SA_REP,10000.00,0.30,145,80
151,David,Bernstein,DBERNSTE,011.44.1344.345268,1997-03-24 00:00:00,SA_REP,9500.00,0.25,145,80
152,Peter,Hall,PHALL,011.44.1344.478968,1997-08-20 00:00:00,SA_REP,9000.00,0.25,145,80
153,Christopher,Olsen,COLSEN,011.44.1344.498718,1998-03-30 00:00:00,SA_REP,8000.00,0.20,145,80
154,Nanette,Cambrault,NCAMBRAU,011.44.1344.987668,1998-12-09 00:00:00,SA_REP,7500.00,0.20,145,80
155,Oliver,Tuvault,OTUVAULT,011.44.1344.486508,1999-11-23 00:00:00,SA_REP,7000.00,0.15,145,80
156,Janette,King,JKING,011.44.1345.429268,1996-01-30 00:00:00,SA_REP,10000.00,0.35,146,80
157,Patrick,Sully,PSULLY,011.44.1345.929268,1996-03-04 00:00:00,SA_REP,9500.00,0.35,146,80
158,Allan,McEwen,AMCEWEN,011.44.1345.829268,1996-08-01 00:00:00,SA_REP,9000.00,0.35,146,80
159,Lindsey,Smith,LSMITH,011.44.1345.729268,1997-03-10 00:00:00,SA_REP,8000.00,0.30,146,80
160,Louise,Doran,LDORAN,011.44.1345.629268,1997-12-15 00:00:00,SA_REP,7500.00,0.30,146,80
161,Sarath,Sewall,SSEWALL,011.44.1345.529268,1998-11-03 00:00:00,SA_REP,7000.00,0.25,146,80
162,Clara,Vishney,CVISHNEY,011.44.1346.129268,1997-11-11 00:00:00,SA_REP,10500.00,0.25,147,80
163,Danielle,Greene,DGREENE,011.44.1346.229268,1999-03-19 00:00:00,SA_REP,9500.00,0.15,147,80
164,Mattea,Marvins,MMARVINS,011.44.1346.329268,2000-01-24 00:00:00,SA_REP,7200.00,0.10,147,80
165,David,Lee,DLEE,011.44.1346.529268,2000-02-23 00:00:00,SA_REP,6800.00,0.10,147,80
166,Sundar,Ande,SANDE,011.44.1346.629268,2000-03-24 00:00:00,SA_REP,6400.00,0.10,147,80
167,Amit,Banda,ABANDA,011.44.1346.729268,2000-04-21 00:00:00,SA_REP,6200.00,0.10,147,80
168,Lisa,Ozer,LOZER,011.44.1343.929268,1997-03-11 00:00:00,SA_REP,11500.00,0.25,148,80
169,Harrison,Bloom,HBLOOM,011.44.1343.829268,1998-03-23 00:00:00,SA_REP,10000.00,0.20,148,80
170,Tayler,Fox,TFOX,011.44.1343.729268,1998-01-24 00:00:00,SA_REP,9600.00,0.20,148,80
171,William,Smith,WSMITH,011.44.1343.629268,1999-02-23 00:00:00,SA_REP,7400.00,0.15,148,80
172,Elizabeth,Bates,EBATES,011.44.1343.529268,1999-03-24 00:00:00,SA_REP,7300.00,0.15,148,80
173,Sundita,Kumar,SKUMAR,011.44.1343.329268,2000-04-21 00:00:00,SA_REP,6100.00,0.10,148,80
174,Ellen,Abel,EABEL,011.44.1644.429267,1996-05-11 00:00:00,SA_REP,11000.00,0.30,149,80
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,1997-03-19 00:00:00,SA_REP,8800.00,0.25,149,80
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,1998-03-24 00:00:00,SA_REP,8600.00,0.20,149,80
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,1998-04-23 00:00:00,SA_REP,8400.00,0.20,149,80
178,Kimberely,Grant,KGRANT,011.44.1644.429263,1999-05-24 00:00:00,SA_REP,7000.00,0.15,149,
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,2000-01-04 00:00:00,SA_REP,6200.00,0.10,149,80
180,Winston,Taylor,WTAYLOR,650.507.9876,1998-01-24 00:00:00,SH_CLERK,3200.00,,120,50
181,Jean,Fleaur,JFLEAUR,650.507.9877,1998-02-23 00:00:00,SH_CLERK,3100.00,,120,50
182,Martha,Sullivan,MSULLIVA,650.507.9878,1999-06-21 00:00:00,SH_CLERK,2500.00,,120,50
183,Girard,Geoni,GGEONI,650.507.9879,2000-02-03 00:00:00,SH_CLERK,2800.00,,120,50
184,Nandita,Sarchand,NSARCHAN,650.509.1876,1996-01-27 00:00:00,SH_CLERK,4200.00,,121,50
185,Alexis,Bull,ABULL,650.509.2876,1997-02-20 00:00:00,SH_CLERK,4100.00,,121,50
186,Julia,Dellinger,JDELLING,650.509.3876,1998-06-24 00:00:00,SH_CLERK,3400.00,,121,50
187,Anthony,Cabrio,ACABRIO,650.509.4876,1999-02-07 00:00:00,SH_CLERK,3000.00,,121,50
188,Kelly,Chung,KCHUNG,650.505.1876,1997-06-14 00:00:00,SH_CLERK,3800.00,,122,50
189,Jennifer,Dilly,JDILLY,650.505.2876,1997-08-13 00:00:00,SH_CLERK,3600.00,,122,50
190,Timothy,Gates,TGATES,650.505.3876,1998-07-11 00:00:00,SH_CLERK,2900.00,,122,50
191,Randall,Perkins,RPERKINS,650.505.4876,1999-12-19 00:00:00,SH_CLERK,2500.00,,122,50
192,Sarah,Bell,SBELL,650.501.1876,1996-02-04 00:00:00,SH_CLERK,4000.00,,123,50
193,Britney,Everett,BEVERETT,650.501.2876,1997-03-03 00:00:00,SH_CLERK,3900.00,,123,50
194,Samuel,McCain,SMCCAIN,650.501.3876,1998-07-01 00:00:00,SH_CLERK,3200.00,,123,50
195,Vance,Jones,VJONES,650.501.4876,1999-03-17 00:00:00,SH_CLERK,2800.00,,123,50
196,Alana,Walsh,AWALSH,650.507.9811,1998-04-24 00:00:00,SH_CLERK,3100.00,,124,50
197,Kevin,Feeney,KFEENEY,650.507.9822,1998-05-23 00:00:00,SH_CLERK,3000.00,,124,50
198,Donald,OConnell,DOCONNEL,650.507.9833,1999-06-21 00:00:00,SH_CLERK,2600.00,,124,50
1237,William1237,Gietz,WGIETZ1237,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1238,William1238,Gietz,WGIETZ1238,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1239,William1239,Gietz,WGIETZ1239,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1240,William1240,Gietz,WGIETZ1240,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1241,William1241,Gietz,WGIETZ1241,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1242,William1242,Gietz,WGIETZ1242,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1243,William1243,Gietz,WGIETZ1243,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1244,William1244,Gietz,WGIETZ1244,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1245,William1245,Gietz,WGIETZ1245,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1246,William1246,Gietz,WGIETZ1246,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1247,William1247,Gietz,WGIETZ1247,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1248,William1248,Gietz,WGIETZ1248,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1249,William1249,Gietz,WGIETZ1249,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1251,William1251,Gietz,WGIETZ1251,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1252,William1252,Gietz,WGIETZ1252,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1253,William1253,Gietz,WGIETZ1253,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1254,William1254,Gietz,WGIETZ1254,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1255,William1255,Gietz,WGIETZ1255,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1256,William1256,Gietz,WGIETZ1256,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1257,William1257,Gietz,WGIETZ1257,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1258,William1258,Gietz,WGIETZ1258,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1259,William1259,Gietz,WGIETZ1259,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1260,William1260,Gietz,WGIETZ1260,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1261,William1261,Gietz,WGIETZ1261,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1262,William1262,Gietz,WGIETZ1262,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1263,William1263,Gietz,WGIETZ1263,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1264,William1264,Gietz,WGIETZ1264,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1265,William1265,Gietz,WGIETZ1265,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1266,William1266,Gietz,WGIETZ1266,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1267,William1267,Gietz,WGIETZ1267,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1268,William1268,Gietz,WGIETZ1268,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1269,William1269,Gietz,WGIETZ1269,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1270,William1270,Gietz,WGIETZ1270,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1271,William1271,Gietz,WGIETZ1271,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1272,William1272,Gietz,WGIETZ1272,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1273,William1273,Gietz,WGIETZ1273,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1274,William1274,Gietz,WGIETZ1274,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1275,William1275,Gietz,WGIETZ1275,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1276,William1276,Gietz,WGIETZ1276,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1277,William1277,Gietz,WGIETZ1277,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1278,William1278,Gietz,WGIETZ1278,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1279,William1279,Gietz,WGIETZ1279,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1280,William1280,Gietz,WGIETZ1280,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1281,William1281,Gietz,WGIETZ1281,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1282,William1282,Gietz,WGIETZ1282,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1283,William1283,Gietz,WGIETZ1283,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1284,William1284,Gietz,WGIETZ1284,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1285,William1285,Gietz,WGIETZ1285,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1286,William1286,Gietz,WGIETZ1286,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1287,William1287,Gietz,WGIETZ1287,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1288,William1288,Gietz,WGIETZ1288,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1289,William1289,Gietz,WGIETZ1289,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1290,William1290,Gietz,WGIETZ1290,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1291,William1291,Gietz,WGIETZ1291,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1292,William1292,Gietz,WGIETZ1292,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1293,William1293,Gietz,WGIETZ1293,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1294,William1294,Gietz,WGIETZ1294,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1295,William1295,Gietz,WGIETZ1295,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1296,William1296,Gietz,WGIETZ1296,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1297,William1297,Gietz,WGIETZ1297,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1298,William1298,Gietz,WGIETZ1298,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1299,William1299,Gietz,WGIETZ1299,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1300,William1300,Gietz,WGIETZ1300,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1301,William1301,Gietz,WGIETZ1301,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1302,William1302,Gietz,WGIETZ1302,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1303,William1303,Gietz,WGIETZ1303,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1304,William1304,Gietz,WGIETZ1304,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1305,William1305,Gietz,WGIETZ1305,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1306,William1306,Gietz,WGIETZ1306,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1307,William1307,Gietz,WGIETZ1307,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1308,William1308,Gietz,WGIETZ1308,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1309,William1309,Gietz,WGIETZ1309,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1310,William1310,Gietz,WGIETZ1310,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1311,William1311,Gietz,WGIETZ1311,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1312,William1312,Gietz,WGIETZ1312,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1313,William1313,Gietz,WGIETZ1313,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1314,William1314,Gietz,WGIETZ1314,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1315,William1315,Gietz,WGIETZ1315,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1316,William1316,Gietz,WGIETZ1316,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1317,William1317,Gietz,WGIETZ1317,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1318,William1318,Gietz,WGIETZ1318,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1319,William1319,Gietz,WGIETZ1319,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1320,William1320,Gietz,WGIETZ1320,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1321,William1321,Gietz,WGIETZ1321,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1322,William1322,Gietz,WGIETZ1322,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1323,William1323,Gietz,WGIETZ1323,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
1324,William1324,Gietz,WGIETZ1324,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
199,Douglas,Grant,DGRANT,650.507.9844,2000-01-13 00:00:00,SH_CLERK,2600.00,,124,50
200,Jennifer,Whalen,JWHALEN,515.123.4444,1987-09-17 00:00:00,AD_ASST,4400.00,,101,10
201,Michael,Hartstein,MHARTSTE,515.123.5555,1996-02-17 00:00:00,MK_MAN,13000.00,,100,20
202,Pat,Fay,PFAY,603.123.6666,1997-08-17 00:00:00,MK_REP,6000.00,,201,20
203,Susan,Mavris,SMAVRIS,515.123.7777,1994-06-07 00:00:00,HR_REP,6500.00,,101,40
204,Hermann,Baer,HBAER,515.123.8888,1994-06-07 00:00:00,PR_REP,10000.00,,101,70
205,Shelley,Higgins,SHIGGINS,515.123.8080,1994-06-07 00:00:00,AC_MGR,12000.00,,101,110
206,William,Gietz,WGIETZ,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
207,William1,Gietz,WGIETZ1,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
208,William2,Gietz,WGIETZ2,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
209,William3,Gietz,WGIETZ3,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
210,William4,Gietz,WGIETZ4,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
211,William5,Gietz,WGIETZ5,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
212,William6,Gietz,WGIETZ6,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
213,William7,Gietz,WGIETZ7,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
214,William8,Gietz,WGIETZ8,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
215,William9,Gietz,WGIETZ9,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
216,William10,Gietz,WGIETZ10,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
217,William11,Gietz,WGIETZ11,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
218,William12,Gietz,WGIETZ12,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
219,William13,Gietz,WGIETZ13,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
220,William14,Gietz,WGIETZ14,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
221,William15,Gietz,WGIETZ15,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
222,William16,Gietz,WGIETZ16,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
223,William17,Gietz,WGIETZ17,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
224,William18,Gietz,WGIETZ18,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
225,William19,Gietz,WGIETZ19,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
226,William20,Gietz,WGIETZ20,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
227,William21,Gietz,WGIETZ21,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
228,William22,Gietz,WGIETZ22,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
229,William23,Gietz,WGIETZ23,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
230,William24,Gietz,WGIETZ24,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
231,William25,Gietz,WGIETZ25,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
232,William26,Gietz,WGIETZ26,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
233,William27,Gietz,WGIETZ27,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
234,William28,Gietz,WGIETZ28,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
235,William29,Gietz,WGIETZ29,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
236,William30,Gietz,WGIETZ30,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
237,William31,Gietz,WGIETZ31,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
238,William32,Gietz,WGIETZ32,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
239,William33,Gietz,WGIETZ33,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
240,William34,Gietz,WGIETZ34,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
241,William35,Gietz,WGIETZ35,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
242,William36,Gietz,WGIETZ36,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
243,William37,Gietz,WGIETZ37,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
244,William38,Gietz,WGIETZ38,515.123.8181,1994-06-07 00:00:00,AC_ACCOUNT,8300.00,,205,110
